route_id,aadt,year_recorded,slat,slon,elat,elon
95-N,63200,2023,-73.13816366,41.18506283,-73.1354831,41.18847468
95-N,119700,2023,-73.1354831,41.18847468,-73.13521364,41.18883682
95-N,103500,2023,-73.11674508,41.19976731,-73.11598056,41.20057808
95-N,107900,2023,-73.11598056,41.20057808,-73.10970402,41.20479344
95-N,53800,2023,-73.10970402,41.20479344,-73.09646401,41.20751959
95-N,107900,2023,-73.10970402,41.20479344,-73.09646401,41.20751959
95-N,105200,2023,-73.09646401,41.20751959,-73.09441814,41.20791551
95-N,51100,2023,-73.09441814,41.20791551,-73.0919002,41.20907047
95-N,130100,2023,-73.06779046,41.23420416,-73.04552237,41.23518628
845-E,6100,2023,-73.08401771,41.54026299,-73.07790139,41.54349365
845-E,12100,2023,-73.0692534,41.54785264,-73.06783752,41.54854564
846-N,19200,2023,-73.05203166,41.55793031,-73.05489759,41.55697816
846-N,8300,2023,-73.05929055,41.56449593,-73.06136104,41.570176
846-N,5500,2023,-73.06136104,41.570176,-73.06267365,41.57293889
